,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
4301,KY389064,Unassigned,Unassigned,Unassigned,8_0,Clustered,26,VC_8_0,26,0.393,1.0,0.393,0,0,0,0.9969
4302,KY389315,Unassigned,Unassigned,Unassigned,421_0,Clustered,88,VC_421_0,88,0.9495,1.0,0.9495,0,0,0,1.0
4303,KY389316,Unassigned,Unassigned,Unassigned,421_0,Clustered,88,VC_421_0,88,0.9495,1.0,0.9495,0,0,0,1.0
4304,KY398841,Unassigned,Unassigned,Unassigned,486_0,Clustered,59,VC_486_0,59,0.9077,1.0,0.9077,0,0,0,1.0
4305,KY417925,Unassigned,Unassigned,Unassigned,363_0,Clustered,3,VC_363_0,3,0.0915,0.99659536,0.0912,0,0,0,1.0
4306,KY434670,Unassigned,Unassigned,Unassigned,951_0,Clustered,37,VC_951_0,37,0.9443,1.0,0.9443,0,0,0,1.0
4307,KY435490,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
4308,KY448244,Unassigned,Unassigned,Unassigned,71_0,Clustered,2,VC_71_0,2,0.014,0.38715221,0.0054,0,0,0,1.0
4309,KY450753,Unassigned,Unassigned,Unassigned,421_0,Clustered,88,VC_421_0,88,0.9495,1.0,0.9495,0,0,0,1.0
4310,KY464836,Unassigned,Unassigned,Unassigned,73_0,Clustered,24,VC_73_0,24,0.5867,1.0,0.5867,0,0,0,1.0
4311,KY464936,Unassigned,Unassigned,Unassigned,540_0,Clustered,30,VC_540_0,30,0.675,1.0,0.675,0,0,0,1.0
4312,KY471266,Unassigned,Unassigned,Unassigned,544_0,Clustered,100,VC_544_0,100,0.7831,1.0,0.7831,0,0,0,0.9996
4313,KY471267,Unassigned,Unassigned,Unassigned,547_21,Clustered,2,VC_547_21,2,0.0145,0.91516709,0.0133,0,0,0,1.0
4314,KY471268,Unassigned,Unassigned,Unassigned,439_0,Clustered,11,VC_439_0,11,0.9474,1.0,0.9474,0,0,0,1.0
4315,KY471269,Unassigned,Unassigned,Unassigned,439_0,Clustered,11,VC_439_0,11,0.9474,1.0,0.9474,0,0,0,1.0
4316,KY471460,Unassigned,Unassigned,Unassigned,230_0,Clustered,20,VC_230_0,20,0.6166,1.0,0.6166,0,0,0,1.0
4317,KY472224,Unassigned,Unassigned,Unassigned,115_0,Clustered,33,VC_115_0,33,0.9493,1.0,0.9493,0,0,0,1.0
4318,KY514263,Unassigned,Unassigned,Unassigned,858_1,Clustered,2,VC_858_1,2,0.029,0.83376652,0.0242,0,0,0,1.0
4319,KY514264,Unassigned,Unassigned,Unassigned,796_1,Clustered,10,VC_796_1,10,0.6808,1.0,0.6808,0,0,0,1.0
4320,KY514265,Unassigned,Unassigned,Unassigned,796_1,Clustered,10,VC_796_1,10,0.6808,1.0,0.6808,0,0,0,1.0
4321,KY549152,Unassigned,Unassigned,Unassigned,574_4,Clustered,28,VC_574_4,28,0.1691,1.0,0.1691,0,0,0,0.8968
4322,KY549153,Unassigned,Unassigned,Unassigned,957_0,Clustered,39,VC_957_0,39,1.0,0.0,0.0,0,0,0,1.0
4323,KY549154,Unassigned,Unassigned,Unassigned,957_0,Clustered,39,VC_957_0,39,1.0,0.0,0.0,0,0,0,1.0
4324,KY549155,Unassigned,Unassigned,Unassigned,544_0,Clustered,100,VC_544_0,100,0.7831,1.0,0.7831,0,0,0,0.9996
4325,KY549443,Unassigned,Unassigned,Unassigned,99_0,Clustered,20,VC_99_0,20,0.502,1.0,0.502,0,0,0,1.0
4326,KY549659,Unassigned,Unassigned,Unassigned,796_1,Clustered,10,VC_796_1,10,0.6808,1.0,0.6808,0,0,0,1.0
4327,KY554760,Unassigned,Unassigned,Unassigned,214_0,Clustered,102,VC_214_0,102,0.4051,1.0,0.4051,0,0,0,0.7868
4328,KY554761,Unassigned,Unassigned,Unassigned,214_0,Clustered,102,VC_214_0,102,0.4051,1.0,0.4051,0,0,0,0.7868
4329,KY554762,Unassigned,Unassigned,Unassigned,563_0,Clustered,9,VC_563_0,9,1.0,0.0,0.0,0,0,0,1.0
4330,KY554763,Unassigned,Unassigned,Unassigned,563_0,Clustered,9,VC_563_0,9,1.0,0.0,0.0,0,0,0,1.0
4331,KY554764,Unassigned,Unassigned,Unassigned,563_0,Clustered,9,VC_563_0,9,1.0,0.0,0.0,0,0,0,1.0
4332,KY554765,Unassigned,Unassigned,Unassigned,563_0,Clustered,9,VC_563_0,9,1.0,0.0,0.0,0,0,0,1.0
4333,KY554766,Unassigned,Unassigned,Unassigned,563_0,Clustered,9,VC_563_0,9,1.0,0.0,0.0,0,0,0,1.0
4334,KY554767,Unassigned,Unassigned,Unassigned,563_0,Clustered,9,VC_563_0,9,1.0,0.0,0.0,0,0,0,1.0
4335,KY554768,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4336,KY554769,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4337,KY554770,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4338,KY554771,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4339,KY554772,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4340,KY554773,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4341,KY554774,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4342,KY554775,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4343,KY554776,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4344,KY554777,Unassigned,Unassigned,Unassigned,340_0,Clustered,14,VC_340_0,14,0.7879,1.0,0.7879,0,0,0,1.0
4345,KY555142,Unassigned,Unassigned,Unassigned,980_4,Clustered,11,VC_980_4,11,0.3412,1.0,0.3412,0,0,0,1.0
4346,KY555143,Unassigned,Unassigned,Unassigned,980_4,Clustered,11,VC_980_4,11,0.3412,1.0,0.3412,0,0,0,1.0
4347,KY555144,Unassigned,Unassigned,Unassigned,980_4,Clustered,11,VC_980_4,11,0.3412,1.0,0.3412,0,0,0,1.0
4348,KY555145,Unassigned,Unassigned,Unassigned,980_4,Clustered,11,VC_980_4,11,0.3412,1.0,0.3412,0,0,0,1.0
4349,KY555146,Unassigned,Unassigned,Unassigned,980_4,Clustered,11,VC_980_4,11,0.3412,1.0,0.3412,0,0,0,1.0
4350,KY555147,Unassigned,Unassigned,Unassigned,980_4,Clustered,11,VC_980_4,11,0.3412,1.0,0.3412,0,0,0,1.0
4351,KY563228,Unassigned,Unassigned,Unassigned,623_0,Clustered,50,VC_623_0,50,0.9989,1.0,0.9989,0,0,0,1.0
4352,KY565347,Unassigned,Unassigned,Unassigned,108_0,Clustered,3,VC_108_0,3,0.1571,0.80099932,0.1259,0,0,0,1.0
4353,KY566218,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4354,KY575286,Unassigned,Unassigned,Unassigned,937_0,Clustered,64,VC_937_0,64,0.8744,1.0,0.8744,0,0,0,1.0
4355,KY579375,Unassigned,Unassigned,Unassigned,623_0,Clustered,50,VC_623_0,50,0.9989,1.0,0.9989,0,0,0,1.0
4356,KY581279,Unassigned,Unassigned,Unassigned,153_7,Clustered,62,VC_153_7,62,0.4295,1.0,0.4295,0,0,0,0.88
4357,KY593455,Unassigned,Unassigned,Unassigned,517_3,Clustered,2,VC_517_3,2,0.0141,0.91392908,0.0129,0,0,0,1.0
4358,KY608966,Unassigned,Unassigned,Unassigned,459_0,Clustered,32,VC_459_0,32,0.9889,1.0,0.9889,0,0,0,1.0
4359,KY608967,Unassigned,Unassigned,Unassigned,289_122,Clustered,2,VC_289_122,2,0.0027,0.82566012,0.0023,0,0,0,1.0
4360,KY613597,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4361,KY618819,Unassigned,Unassigned,Unassigned,455_0,Clustered,38,VC_455_0,38,0.9392,1.0,0.9392,0,0,0,1.0
4362,KY620117,Unassigned,Unassigned,Unassigned,617_0,Clustered,47,VC_617_0,47,0.716,1.0,0.716,0,0,0,1.0
4363,KY622015,Unassigned,Unassigned,Unassigned,526_0,Clustered,8,VC_526_0,8,0.4012,1.0,0.4012,0,0,0,1.0
4364,KY624610,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4365,KY624611,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4366,KY624612,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4367,KY624613,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4368,KY624614,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4369,KY624615,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4370,KY624616,Unassigned,Unassigned,Unassigned,441_0,Clustered,9,VC_441_0,9,0.8535,1.0,0.8535,0,0,0,1.0
4371,KY626162,Unassigned,Unassigned,Unassigned,331_5,Clustered,17,VC_331_5,17,0.0909,1.0,0.0909,0,0,0,0.8235
4372,KY626163,Unassigned,Unassigned,Unassigned,653_0,Clustered,112,VC_653_0,112,0.7111,1.0,0.7111,0,0,0,0.9131
4373,KY626176,Unassigned,Unassigned,Unassigned,1033_0,Clustered,20,VC_1033_0,20,0.7139,1.0,0.7139,0,0,0,1.0
4374,KY626177,Unassigned,Unassigned,Unassigned,1033_0,Clustered,20,VC_1033_0,20,0.7139,1.0,0.7139,0,0,0,1.0
4375,KY629563,Unassigned,Unassigned,Unassigned,982_0,Clustered,2,VC_982_0,2,0.0621,0.90798681,0.0564,0,0,0,1.0
4376,KY630163,Unassigned,Unassigned,Unassigned,140_26,Clustered,3,VC_140_26,3,0.0101,0.92604421,0.0094,0,0,0,1.0
4377,KY630187,Unassigned,Unassigned,Unassigned,167_5,Clustered,7,VC_167_5,7,0.1021,0.99343968,0.1014,0,0,0,1.0
4378,KY652723,Unassigned,Unassigned,Unassigned,421_0,Clustered,88,VC_421_0,88,0.9495,1.0,0.9495,0,0,0,1.0
4379,KY652724,Unassigned,Unassigned,Unassigned,421_0,Clustered,88,VC_421_0,88,0.9495,1.0,0.9495,0,0,0,1.0
4380,KY652725,Unassigned,Unassigned,Unassigned,421_0,Clustered,88,VC_421_0,88,0.9495,1.0,0.9495,0,0,0,1.0
4381,KY652726,Unassigned,Unassigned,Unassigned,605_3,Clustered,9,VC_605_3,9,0.1744,1.0,0.1744,0,0,0,0.8611
4382,KY653119,Unassigned,Unassigned,Unassigned,59_0,Clustered,10,VC_59_0,10,0.183,1.0,0.183,0,0,0,0.9778
4383,KY653123,Unassigned,Unassigned,Unassigned,10_0,Clustered,21,VC_10_0,21,0.3238,1.0,0.3238,0,0,0,1.0
4384,KY653124,Unassigned,Unassigned,Unassigned,14_0,Clustered,2,VC_14_0,2,0.0322,0.91362635,0.0294,0,0,0,1.0
4385,KY653125,Unassigned,Unassigned,Unassigned,8_0,Clustered,26,VC_8_0,26,0.393,1.0,0.393,0,0,0,0.9969
4386,KY653126,Unassigned,Unassigned,Unassigned,14_1,Clustered,7,VC_14_1,7,0.1229,1.0,0.1229,0,0,0,0.6667
4387,KY653237,Unassigned,Unassigned,Unassigned,304_0,Clustered,156,VC_304_0,156,0.9978,1.0,0.9978,0,0,0,1.0
4388,KY654690,Unassigned,Unassigned,Unassigned,332_0,Clustered,27,VC_332_0,27,0.5112,1.0,0.5112,0,0,0,0.8689
4389,KY657202,Unassigned,Unassigned,Unassigned,607_0,Clustered,26,VC_607_0,26,0.7642,1.0,0.7642,0,0,0,1.0
4390,KY658673,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4391,KY658674,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4392,KY658675,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4393,KY658676,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4394,KY658677,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4395,KY658678,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4396,KY658679,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4397,KY658680,Unassigned,Unassigned,Unassigned,300_0,Clustered,24,VC_300_0,24,0.9913,1.0,0.9913,0,0,0,1.0
4398,KY661963,Unassigned,Unassigned,Unassigned,744_0,Clustered,9,VC_744_0,9,1.0,0.0,0.0,0,0,0,1.0
4399,KY670595,Unassigned,Unassigned,Unassigned,706_0,Clustered,25,VC_706_0,25,0.9346,1.0,0.9346,0,0,0,1.0
4400,KY676783,Unassigned,Unassigned,Unassigned,374_10,Clustered,41,VC_374_10,41,0.1305,1.0,0.1305,0,0,0,0.75
4401,KY676784,Unassigned,Unassigned,Unassigned,740_0,Clustered,11,VC_740_0,11,0.4955,1.0,0.4955,0,0,0,1.0
4402,KY677846,Unassigned,Unassigned,Unassigned,198_14,Clustered,4,VC_198_14,4,0.022,0.99992835,0.022,0,0,0,0.6667
4403,KY683735,Unassigned,Unassigned,Unassigned,614_0,Clustered,27,VC_614_0,27,0.9947,1.0,0.9947,0,0,0,1.0
4404,KY683736,Unassigned,Unassigned,Unassigned,784_5,Clustered,17,VC_784_5,17,0.1105,0.99762846,0.1102,0,0,0,0.8456
4405,KY684082,Unassigned,Unassigned,Unassigned,118_0,Clustered,66,VC_118_0,66,0.9514,1.0,0.9514,0,0,0,1.0
4406,KY694971,Unassigned,Unassigned,Unassigned,607_0,Clustered,26,VC_607_0,26,0.7642,1.0,0.7642,0,0,0,1.0
4407,KY695153,Unassigned,Unassigned,Unassigned,8_0,Clustered,26,VC_8_0,26,0.393,1.0,0.393,0,0,0,0.9969
4408,KY702574,Unassigned,Unassigned,Unassigned,547_22,Clustered,6,VC_547_22,6,0.0721,1.0,0.0721,0,0,0,1.0
4409,KY703222,Unassigned,Unassigned,Unassigned,291_9,Clustered,8,VC_291_9,8,0.056,0.99998457,0.056,0,0,0,0.8929
4410,KY705251,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4411,KY705252,Unassigned,Unassigned,Unassigned,262_0,Clustered,14,VC_262_0,14,0.2114,1.0,0.2114,0,0,0,1.0
4412,KY705253,Unassigned,Unassigned,Unassigned,262_0,Clustered,14,VC_262_0,14,0.2114,1.0,0.2114,0,0,0,1.0
4413,KY705254,Unassigned,Unassigned,Unassigned,262_0,Clustered,14,VC_262_0,14,0.2114,1.0,0.2114,0,0,0,1.0
4414,KY705255,Unassigned,Unassigned,Unassigned,262_0,Clustered,14,VC_262_0,14,0.2114,1.0,0.2114,0,0,0,1.0
4415,KY705256,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4416,KY705257,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4417,KY705258,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4418,KY705259,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4419,KY705260,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4420,KY705261,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4421,KY705262,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4422,KY705263,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4423,KY705264,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4424,KY705265,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4425,KY705266,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4426,KY705267,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4427,KY705268,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4428,KY705269,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4429,KY705270,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4430,KY705271,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4431,KY705272,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4432,KY705273,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4433,KY705274,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4434,KY705275,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4435,KY705276,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4436,KY705277,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4437,KY705278,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4438,KY705279,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4439,KY705280,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4440,KY705281,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4441,KY705282,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4442,KY705283,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4443,KY705284,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4444,KY705285,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4445,KY705286,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
4446,KY705287,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4447,KY705288,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4448,KY705289,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4449,KY705290,Unassigned,Unassigned,Unassigned,258_0,Clustered,121,VC_258_0,121,0.7413,1.0,0.7413,0,0,0,0.9986
4450,KY705409,Unassigned,Unassigned,Unassigned,130_0,Clustered,16,VC_130_0,16,0.9137,1.0,0.9137,0,0,0,1.0
4451,KY707339,Unassigned,Unassigned,Unassigned,758_0,Clustered,23,VC_758_0,23,0.8133,1.0,0.8133,0,0,0,1.0
4452,KY709296,Unassigned,Unassigned,Unassigned,808_0,Clustered,11,VC_808_0,11,0.7856,1.0,0.7856,0,0,0,1.0
4453,KY709687,Unassigned,Unassigned,Unassigned,34_0,Clustered,6,VC_34_0,6,0.1554,1.0,0.1554,0,0,0,0.8667
4454,KY744228,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4455,KY744229,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4456,KY744230,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4457,KY744231,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4458,KY744232,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4459,KY744233,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4460,KY744234,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4461,KY744235,Unassigned,Unassigned,Unassigned,356_0,Clustered,19,VC_356_0,19,0.9513,1.0,0.9513,0,0,0,1.0
4462,KY744240,Unassigned,Unassigned,Unassigned,276_0,Clustered,3,VC_276_0,3,0.1906,0.98724494,0.1881,0,0,0,1.0
4463,KY744566,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
4464,KY769270,Unassigned,Unassigned,Unassigned,796_1,Clustered,10,VC_796_1,10,0.6808,1.0,0.6808,0,0,0,1.0
4465,KY779848,Unassigned,Unassigned,Unassigned,154_0,Clustered,21,VC_154_0,21,0.5579,1.0,0.5579,0,0,0,1.0
4466,KY779849,Unassigned,Unassigned,Unassigned,153_16,Clustered,13,VC_153_16,13,0.0582,1.0,0.0582,0,0,0,0.9103
4467,KY780482,Unassigned,Unassigned,Unassigned,936_0,Clustered,36,VC_936_0,36,0.6976,1.0,0.6976,0,0,0,0.9429
4468,KY783914,Unassigned,Unassigned,Unassigned,773_2,Clustered,7,VC_773_2,7,0.2813,1.0,0.2813,0,0,0,1.0
4469,KY787212,Unassigned,Unassigned,Unassigned,199_13,Clustered,13,VC_199_13,13,0.0717,1.0,0.0717,0,0,0,0.9359
4470,KY787213,Unassigned,Unassigned,Unassigned,140_26,Clustered,3,VC_140_26,3,0.0101,0.92604421,0.0094,0,0,0,1.0
4471,KY794641,Unassigned,Unassigned,Unassigned,153_9,Clustered/Singleton,1,VC_153_9,1,0.0,0.0,0.0,0,0,0,1.0
4472,KY794642,Unassigned,Unassigned,Unassigned,153_28,Clustered,3,VC_153_28,3,0.0121,0.99086603,0.012,0,0,0,1.0
4473,KY794643,Unassigned,Unassigned,Unassigned,153_28,Clustered,3,VC_153_28,3,0.0121,0.99086603,0.012,0,0,0,1.0
4474,KY798120,Unassigned,Unassigned,Unassigned,90_0,Clustered,41,VC_90_0,41,0.8494,1.0,0.8494,0,0,0,1.0
4475,KY798121,Unassigned,Unassigned,Unassigned,90_0,Clustered,41,VC_90_0,41,0.8494,1.0,0.8494,0,0,0,1.0
4476,KY817360,Unassigned,Unassigned,Unassigned,1202_0,Clustered,2,VC_1202_0,2,0.9262,0.33333333,0.3087,0,0,0,1.0
4477,KY821088,Unassigned,Unassigned,Unassigned,838_0,Clustered,3,VC_838_0,3,0.1054,0.99676036,0.1051,0,0,0,1.0
4478,KY829116,Unassigned,Unassigned,Unassigned,706_0,Clustered,25,VC_706_0,25,0.9346,1.0,0.9346,0,0,0,1.0
4479,KY853667,Unassigned,Unassigned,Unassigned,179_0,Clustered,5,VC_179_0,5,0.7102,0.99774779,0.7086,0,0,0,1.0
4480,KY860935,Unassigned,Unassigned,Unassigned,490_0,Clustered,97,VC_490_0,97,0.9136,1.0,0.9136,0,0,0,0.9805
4481,KY883634,Unassigned,Unassigned,Unassigned,523_1,Clustered,41,VC_523_1,41,0.3285,1.0,0.3285,0,0,0,0.911
4482,KY883635,Unassigned,Unassigned,Unassigned,523_1,Clustered,41,VC_523_1,41,0.3285,1.0,0.3285,0,0,0,0.911
4483,KY883636,Unassigned,Unassigned,Unassigned,523_1,Clustered,41,VC_523_1,41,0.3285,1.0,0.3285,0,0,0,0.911
4484,KY883637,Unassigned,Unassigned,Unassigned,523_1,Clustered,41,VC_523_1,41,0.3285,1.0,0.3285,0,0,0,0.911
4485,KY883638,Unassigned,Unassigned,Unassigned,523_0,Clustered,39,VC_523_0,39,0.3084,1.0,0.3084,0,0,0,1.0
4486,KY883639,Unassigned,Unassigned,Unassigned,523_0,Clustered,39,VC_523_0,39,0.3084,1.0,0.3084,0,0,0,1.0
4487,KY883640,Unassigned,Unassigned,Unassigned,523_0,Clustered,39,VC_523_0,39,0.3084,1.0,0.3084,0,0,0,1.0
4488,KY883641,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
4489,KY883642,Unassigned,Unassigned,Unassigned,630_0,Clustered,16,VC_630_0,16,0.9205,1.0,0.9205,0,0,0,1.0
4490,KY883643,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
4491,KY883644,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
4492,KY883645,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
4493,KY883646,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
4494,KY883647,Unassigned,Unassigned,Unassigned,630_0,Clustered,16,VC_630_0,16,0.9205,1.0,0.9205,0,0,0,1.0
4495,KY883648,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
4496,KY883649,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
4497,KY883650,Unassigned,Unassigned,Unassigned,88_0,Clustered,24,VC_88_0,24,0.7286,1.0,0.7286,0,0,0,1.0
